Sale Date,Item,Category,Qty,Price Each,Amount,Order #,Customer Email,Payment Type,Cashier
2025-10-05 08:35,Croissant,Bakery,1,$3.25,$3.25,ORD-1195,,Cash,Alex
10/5/2025 8:35 AM,avocado toast  ,Food,2,$7.50,,ORD-1195,,Apple Pay,Priya
2025-10-05 09:30,  Cold Brew,Cold Coffee,2,$4.50,$9.00,ORD-1196,,Apple Pay,Sam
2025-10-05 09:30,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1196,,Mastercard,Sam
2025-10-05 09:30,breakfast sandwich  ,Food,1,$6.50,$6.50,ORD-1197,regular1@gmail.com,Mastercard,Alex
2025-10-05 11:33,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1198,guest3278@yahoo.com,Visa,Maria
2025-10-05 11:33,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1198,guest3278@yahoo.com,Mastercard,Priya
Oct 05 2025 11:33,Bagel w/ Cream Cheese,Bakery,1,$3.75,$3.75,ORD-1198,guest3278@yahoo.com,Apple Pay,Alex
10/5/2025 2:51 PM,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1199,regular6@gmail.com,Apple Pay,Sam
2025-10-05 08:46,Drip Coffee,Hot Coffee,2,$2.75,$5.50,ORD-1200,regular6@gmail.com,Amex,Sam
2025-10-05 13:20,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1201,,Visa,Priya
Oct 05 2025 08:32,Blueberry Muffin,Bakery,2,$3.50,$7.00,ORD-1202,,Visa,Sam
2025-10-05 08:34,Cappuccino,Hot Coffee,1,$4.25,,ORD-1203,,Mastercard,Maria
Oct 06 2025 07:26,CROISSANT,Bakery,1,$3.25,$3.25,ORD-1204,,Mastercard,Priya
2025-10-06 12:20,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1205,regular6@gmail.com,Apple Pay,Priya
Oct 06 2025 08:38,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1206,guest4768@yahoo.com,Mastercard,Alex
2025-10-06 08:38,Blueberry Muffin,Bakery,1,$3.50,,ORD-1206,guest4768@yahoo.com,Mastercard,Maria
10/6/2025 4:14 PM,Croissant,Bakery,1,$3.25,$3.25,ORD-1207,guest2473@yahoo.com,Visa,Priya
2025-10-06 16:14,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1207,guest2473@yahoo.com,Mastercard,Jordan
10/6/2025 4:14 PM,iced latte  ,Cold Coffee,1,$4.75,$4.75,ORD-1207,guest2473@yahoo.com,Amex,Alex
10/6/2025 7:36 AM,Croissant,Bakery,1,$3.25,$3.25,ORD-1208,guest7153@yahoo.com,Mastercard,Jordan
Oct 06 2025 07:36,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1208,guest7153@yahoo.com,Visa,Alex
2025-10-06 08:21,Croissant,Bakery,1,$3.25,$3.25,ORD-1209,regular4@gmail.com,Mastercard,Sam
2025-10-07 08:55,Bagel w/ Cream Cheese,Bakery,2,$3.75,$7.50,ORD-1210,regular5@gmail.com,Amex,Jordan
Oct 07 2025 08:55,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1210,regular5@gmail.com,Cash,Priya
2025-10-07 08:50,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1211,,Cash,Sam
Oct 07 2025 08:31,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1212,,Amex,Sam
2025-10-07 09:13,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1213,,Mastercard,Alex
2025-10-07 09:13,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1213,,Mastercard,Jordan
10/7/2025 9:13 AM,Blueberry Muffin,Bakery,1,$3.50,$3.50,ORD-1213,,Visa,Sam
10/7/2025 8:32 AM,Croissant,Bakery,1,$3.25,$3.25,ORD-1214,,Cash,Jordan
2025-10-08 12:20,Croissant,Bakery,1,$3.25,$3.25,ORD-1215,,Apple Pay,Jordan
2025-10-08 08:40,Cappuccino,Hot Coffee,2,$4.25,$8.50,ORD-1216,,Visa,Priya
2025-10-08 08:40,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1216,,Apple Pay,Maria
Oct 09 2025 13:23,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1217,guest9642@yahoo.com,Cash,Alex
2025-10-09 09:53,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1218,,Cash,Alex
2025-10-09 09:28,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1219,,Visa,Priya
2025-10-09 09:21,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1220,,Mastercard,Maria
2025-10-09 08:28,Drip Coffee,Hot Coffee,1,$2.75,,ORD-1221,regular8@gmail.com,Mastercard,Jordan
10/9/2025 8:28 AM,  Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1221,regular8@gmail.com,Apple Pay,Maria
2025-10-10 16:54,Croissant,,1,$3.25,$3.25,ORD-1222,,Cash,Sam
10/10/2025 11:29 AM,COLD BREW,,1,$4.50,$4.50,ORD-1223,,Visa,Maria
10/10/2025 11:29 AM,Chai Latte,,1,$4.25,$4.25,ORD-1223,,Cash,Sam
10/10/2025 8:04 AM,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1224,guest1253@yahoo.com,Cash,Priya
Oct 10 2025 12:26,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1225,,Apple Pay,Alex
2025-10-10 10:05,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1226,regular5@gmail.com,Apple Pay,Alex
Oct 10 2025 10:05,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1226,regular5@gmail.com,Apple Pay,Maria
2025-10-11 08:58,Blueberry Muffin,Bakery,1,$3.50,,ORD-1227,,Visa,Maria
2025-10-11 08:58,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1227,,Cash,Maria
2025-10-11 09:40,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1228,regular3@gmail.com,Mastercard,Maria
2025-10-11 09:40,Croissant,Bakery,1,$3.25,$3.25,ORD-1228,regular3@gmail.com,Visa,Sam
2025-10-11 15:26,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1229,regular5@gmail.com,Apple Pay,Alex
2025-10-11 12:46,Avocado Toast,Food,1,$7.50,$7.50,ORD-1230,regular5@gmail.com,Mastercard,Maria
10/11/2025 12:44 PM,Drip Coffee,Hot Coffee,,$2.75,$2.75,ORD-1231,regular8@gmail.com,Apple Pay,Priya
2025-10-12 07:31,Hot Tea,Tea,1,$2.95,$2.95,ORD-1232,regular8@gmail.com,Visa,Priya
2025-10-12 07:31,Drip Coffee,,2,$2.75,$5.50,ORD-1232,regular8@gmail.com,Mastercard,Sam
2025-10-12 08:22,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1233,guest5053@yahoo.com,Cash,Maria
2025-10-12 11:29,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1234,regular1@gmail.com,Visa,Alex
2025-10-12 08:05,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1235,regular8@gmail.com,Visa,Maria
2025-10-12 11:02,  Drip Coffee,Hot Coffee,2,$2.75,$5.50,ORD-1236,guest7011@yahoo.com,Cash,Jordan
2025-10-12 11:02,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1236,guest7011@yahoo.com,Mastercard,Sam
2025-10-12 11:02,Chai Latte,Tea,1,$4.25,$4.25,ORD-1236,guest7011@yahoo.com,Visa,Maria
10/12/2025 8:49 AM,Latte,Hot Coffee,,$4.50,$4.50,ORD-1237,,Mastercard,Sam
Oct 12 2025 08:49,Drip Coffee,Hot Coffee,1,$2.75,,ORD-1237,,Amex,Sam
Oct 12 2025 07:15,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1238,regular3@gmail.com,Amex,Sam
10/12/2025 10:49 AM,Croissant,Bakery,1,$3.25,,ORD-1239,regular2@gmail.com,Visa,Jordan
Oct 12 2025 10:49,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1239,regular2@gmail.com,Amex,Priya
Oct 12 2025 08:24,Breakfast Sandwich,Food,2,$6.50,$13.00,ORD-1240,,Mastercard,Maria
2025-10-12 08:24,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1240,,Cash,Jordan
10/13/2025 11:49 AM,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1241,,Cash,Alex
2025-10-13 11:49,Latte,,1,$4.50,$4.50,ORD-1241,,Amex,Maria
10/13/2025 9:13 AM,Croissant,Bakery,1,$3.25,$3.25,ORD-1242,regular7@gmail.com,Cash,Maria
2025-10-13 09:13,Drip Coffee,,1,$2.75,$2.75,ORD-1242,regular7@gmail.com,Mastercard,Maria
Oct 13 2025 08:56,Chai Latte,Tea,1,$4.25,$4.25,ORD-1243,,Amex,Priya
2025-10-13 08:56,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1243,,Mastercard,Sam
10/13/2025 4:47 PM,Cappuccino,Hot Coffee,2,$4.25,,ORD-1244,,Mastercard,Alex
Oct 14 2025 09:45,iced latte  ,Cold Coffee,1,$4.75,$4.75,ORD-1245,,Cash,Priya
Oct 14 2025 09:19,  Blueberry Muffin,Bakery,1,$3.50,$3.50,ORD-1246,,Apple Pay,Priya
Oct 14 2025 10:25,Drip Coffee,Hot Coffee,1,$2.75,,ORD-1247,regular5@gmail.com,Amex,Alex
10/14/2025 10:25 AM,Bagel w/ Cream Cheese,Bakery,1,$3.75,$3.75,ORD-1247,regular5@gmail.com,Mastercard,Maria
2025-10-14 08:51,Blueberry Muffin,Bakery,1,$3.50,$3.50,ORD-1248,,Visa,Alex
2025-10-15 08:20,Croissant,Bakery,1,$3.25,$3.25,ORD-1249,,Apple Pay,Jordan
10/15/2025 10:26 AM,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1250,,Mastercard,Jordan
10/15/2025 10:26 AM,LATTE,Hot Coffee,1,$4.50,$4.50,ORD-1250,,Apple Pay,Alex
Oct 15 2025 09:23,Breakfast Sandwich,Food,1,$6.50,$6.50,ORD-1251,regular4@gmail.com,Visa,Sam
2025-10-15 09:23,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1251,regular4@gmail.com,Mastercard,Alex
2025-10-15 14:45,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1252,,Apple Pay,Sam
2025-10-16 14:42,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1253,regular7@gmail.com,Visa,Priya
10/16/2025 8:18 AM,Avocado Toast,Food,1,$7.50,$7.50,ORD-1254,,Cash,Priya
2025-10-16 08:18,Croissant,Bakery,1,$3.25,$3.25,ORD-1254,,Apple Pay,Sam
2025-10-16 09:44,Cappuccino,Hot Coffee,1,$4.25,,ORD-1255,guest2996@yahoo.com,Cash,Sam
Oct 16 2025 09:44,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1255,guest2996@yahoo.com,Apple Pay,Priya
2025-10-16 08:35,Avocado Toast,Food,,$7.50,$7.50,ORD-1256,,Amex,Alex
Oct 16 2025 07:40,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1257,regular2@gmail.com,Apple Pay,Alex
10/16/2025 12:16 PM,  Cold Brew,Cold Coffee,2,$4.50,$9.00,ORD-1258,regular8@gmail.com,Visa,Alex
2025-10-16 13:04,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1259,,Mastercard,Sam
2025-10-16 15:46,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1260,,Visa,Priya
2025-10-17 09:02,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1261,,Amex,Sam
2025-10-17 09:02,  Latte,Hot Coffee,2,$4.50,$9.00,ORD-1261,,Apple Pay,Alex
Oct 17 2025 10:13,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1262,guest1347@yahoo.com,Visa,Sam
10/17/2025 10:13 AM,Avocado Toast,Food,1,$7.50,,ORD-1262,guest1347@yahoo.com,Cash,Jordan
10/18/2025 1:13 PM,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1263,,Visa,Maria
10/18/2025 2:24 PM,Breakfast Sandwich,Food,2,$6.50,$13.00,ORD-1264,,Cash,Priya
Oct 18 2025 12:03,Croissant,Bakery,1,$3.25,$3.25,ORD-1265,,Cash,Jordan
Oct 19 2025 08:56,Blueberry Muffin,Bakery,1,$3.50,$3.50,ORD-1266,regular7@gmail.com,Cash,Sam
2025-10-19 10:25,Latte,Hot Coffee,,$4.50,$4.50,ORD-1267,regular4@gmail.com,Cash,Maria
2025-10-19 10:25,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1267,regular4@gmail.com,Amex,Sam
2025-10-19 07:01,Croissant,Bakery,1,$3.25,,ORD-1268,guest2402@yahoo.com,Amex,Sam
2025-10-19 11:13,Blueberry Muffin,Bakery,1,$3.50,$3.50,ORD-1269,regular8@gmail.com,Cash,Sam
2025-10-19 12:54,latte  ,Hot Coffee,1,$4.50,$4.50,ORD-1270,,Cash,Sam
Oct 19 2025 12:54,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1270,,Apple Pay,Maria
10/19/2025 12:54 PM,Cappuccino,Hot Coffee,2,$4.25,$8.50,ORD-1270,,Cash,Maria
10/19/2025 2:27 PM,CROISSANT,Bakery,1,$3.25,$3.25,ORD-1271,,Amex,Sam
2025-10-19 08:10,Hot Tea,Tea,1,$2.95,$2.95,ORD-1272,,Cash,Alex
10/19/2025 8:10 AM,Bagel w/ Cream Cheese,Bakery,1,$3.75,$3.75,ORD-1272,,Mastercard,Sam
2025-10-20 10:06,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1273,regular6@gmail.com,Visa,Jordan
Oct 20 2025 15:33,Latte,,2,$4.50,$9.00,ORD-1274,,Amex,Priya
2025-10-20 15:33,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1274,,Cash,Sam
2025-10-20 12:13,croissant  ,Bakery,1,$3.25,,ORD-1275,,Cash,Priya
2025-10-20 07:23,Croissant,Bakery,1,$3.25,$3.25,ORD-1276,regular2@gmail.com,Visa,Jordan
2025-10-20 07:23,Iced Latte,Cold Coffee,2,$4.75,$9.50,ORD-1276,regular2@gmail.com,Amex,Maria
2025-10-20 08:13,Drip Coffee,Hot Coffee,1,$2.75,$2.75,ORD-1277,,Visa,Sam
10/20/2025 8:13 AM,Latte,,1,$4.50,$4.50,ORD-1277,,Visa,Sam
2025-10-21 14:08,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1278,,Visa,Maria
Oct 21 2025 08:24,Croissant,Bakery,1,$3.25,$3.25,ORD-1279,,Cash,Sam
2025-10-21 07:24,  Latte,Hot Coffee,1,$4.50,$4.50,ORD-1280,,Amex,Maria
2025-10-21 14:27,Drip Coffee,Hot Coffee,1,$2.75,,ORD-1281,guest2938@yahoo.com,Visa,Priya
2025-10-21 11:59,hot tea  ,Tea,1,$2.95,$2.95,ORD-1282,,Mastercard,Jordan
2025-10-22 15:29,Bagel w/ Cream Cheese,,1,$3.75,$3.75,ORD-1283,,Amex,Jordan
2025-10-22 08:32,Blueberry Muffin,Bakery,1,$3.50,$3.50,ORD-1284,regular1@gmail.com,Mastercard,Sam
2025-10-22 08:32,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1284,regular1@gmail.com,Cash,Jordan
2025-10-22 08:02,Cappuccino,,,$4.25,$4.25,ORD-1285,regular3@gmail.com,Cash,Jordan
Oct 22 2025 09:54,Chai Latte,Tea,1,$4.25,$4.25,ORD-1286,,Visa,Alex
10/22/2025 7:11 AM,Bagel w/ Cream Cheese,Bakery,1,$3.75,$3.75,ORD-1287,regular1@gmail.com,Apple Pay,Jordan
10/23/2025 8:26 AM,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1288,regular3@gmail.com,Apple Pay,Maria
2025-10-23 08:26,cappuccino  ,Hot Coffee,1,$4.25,$4.25,ORD-1288,regular3@gmail.com,Cash,Sam
2025-10-23 08:26,blueberry muffin  ,,2,$3.50,$7.00,ORD-1288,regular3@gmail.com,Amex,Alex
2025-10-23 13:41,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1289,,Amex,Sam
10/23/2025 11:16 AM,chai latte  ,Tea,1,$4.25,$4.25,ORD-1290,guest3974@yahoo.com,Amex,Maria
10/23/2025 11:16 AM,Croissant,Bakery,,$3.25,$3.25,ORD-1290,guest3974@yahoo.com,Visa,Jordan
10/23/2025 3:50 PM,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1291,,Amex,Alex
2025-10-23 15:50,  Chai Latte,Tea,1,$4.25,$4.25,ORD-1291,,Amex,Priya
2025-10-23 15:50,Iced Latte,,1,$4.75,$4.75,ORD-1291,,Amex,Alex
2025-10-23 08:30,Bagel w/ Cream Cheese,Bakery,1,$3.75,$3.75,ORD-1292,,Apple Pay,Maria
2025-10-23 08:30,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1292,,Apple Pay,Sam
2025-10-23 08:00,Drip Coffee,Hot Coffee,1,$2.75,,ORD-1293,guest7754@yahoo.com,Visa,Sam
2025-10-23 08:00,latte  ,,1,$4.50,$4.50,ORD-1293,guest7754@yahoo.com,Mastercard,Alex
Oct 24 2025 09:47,  Hot Tea,Tea,1,$2.95,,ORD-1294,guest5235@yahoo.com,Mastercard,Alex
2025-10-24 10:09,avocado toast  ,,1,$7.50,,ORD-1295,regular1@gmail.com,Visa,Maria
10/24/2025 10:09 AM,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1295,regular1@gmail.com,Amex,Priya
10/24/2025 9:00 AM,CROISSANT,Bakery,1,$3.25,$3.25,ORD-1296,regular4@gmail.com,Cash,Maria
2025-10-24 10:13,Croissant,Bakery,1,$3.25,$3.25,ORD-1297,,Mastercard,Alex
2025-10-24 10:13,Breakfast Sandwich,Food,1,$6.50,$6.50,ORD-1297,,Mastercard,Priya
10/24/2025 8:11 AM,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1298,,Cash,Sam
10/24/2025 8:11 AM,Drip Coffee,Hot Coffee,1,$2.75,,ORD-1298,,Amex,Alex
2025-10-24 14:45,Bagel w/ Cream Cheese,Bakery,1,$3.75,$3.75,ORD-1299,guest7089@yahoo.com,Visa,Sam
2025-10-25 11:04,latte  ,Hot Coffee,1,$4.50,,ORD-1300,guest1575@yahoo.com,Cash,Sam
2025-10-25 08:49,Blueberry Muffin,Bakery,1,$3.50,$3.50,ORD-1301,,Amex,Alex
2025-10-25 09:57,Hot Tea,Tea,2,$2.95,$5.90,ORD-1302,regular2@gmail.com,Amex,Jordan
2025-10-25 12:46,Hot Tea,Tea,1,$2.95,,ORD-1303,,Visa,Priya
2025-10-25 12:46,Cold Brew,Cold Coffee,1,$4.50,$4.50,ORD-1303,,Cash,Maria
Oct 25 2025 11:00,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1304,,Mastercard,Alex
10/25/2025 11:25 AM,latte  ,Hot Coffee,1,$4.50,$4.50,ORD-1305,guest2806@yahoo.com,Visa,Maria
10/25/2025 11:25 AM,  Croissant,Bakery,1,$3.25,$3.25,ORD-1305,guest2806@yahoo.com,Apple Pay,Alex
2025-10-25 11:25,Bagel w/ Cream Cheese,,1,$3.75,$3.75,ORD-1305,guest2806@yahoo.com,Apple Pay,Sam
2025-10-25 13:53,Cold Brew,Cold Coffee,1,$4.50,,ORD-1306,guest8466@yahoo.com,Cash,Maria
Oct 25 2025 13:53,Blueberry Muffin,Bakery,1,$3.50,,ORD-1306,guest8466@yahoo.com,Mastercard,Jordan
Oct 25 2025 15:19,Iced Latte,Cold Coffee,1,$4.75,$4.75,ORD-1307,,Apple Pay,Sam
2025-10-25 15:19,Cappuccino,Hot Coffee,1,$4.25,$4.25,ORD-1307,,Mastercard,Sam
10/25/2025 12:36 PM,  Latte,Hot Coffee,2,$4.50,$9.00,ORD-1308,regular7@gmail.com,Apple Pay,Sam
2025-10-26 08:56,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1309,,Amex,Priya
2025-10-26 08:56,Croissant,,1,$3.25,$3.25,ORD-1309,,Visa,Maria
Oct 26 2025 07:41,Cappuccino,,1,$4.25,$4.25,ORD-1310,guest2848@yahoo.com,Apple Pay,Jordan
10/26/2025 7:41 AM,Hot Tea,Tea,2,$2.95,$5.90,ORD-1310,guest2848@yahoo.com,Apple Pay,Alex
2025-10-26 11:14,Latte,Hot Coffee,1,$4.50,$4.50,ORD-1311,guest9408@yahoo.com,Visa,Maria
10/26/2025 11:14 AM,Bagel w/ Cream Cheese,Bakery,1,$3.75,$3.75,ORD-1311,guest9408@yahoo.com,Apple Pay,Maria
10/26/2025 8:53 AM,  Hot Tea,,1,$2.95,$2.95,ORD-1312,guest9370@yahoo.com,Amex,Maria
TOTAL,,,,,"$4,318.75",,,,
